price,salary,expenses,usage,need_score,safety,regret
30961,87819,20620,15,0.42999999999999994,0.4793131440804382,0.4316289351962802
82857,36532,29385,27,0.7999999999999999,-0.09216522500821189,0.980641824051989
68859,162509,9551,1,0.33999999999999997,0.3613738808312156,0.6280010509342262
61692,69756,62327,15,0.6199999999999999,0.11328080738574453,0.9456666125760889
50490,127044,116957,23,0.48,0.28653266584805265,0.7051731816527784
49132,139156,81000,9,0.38,0.26524637097933257,0.7238534885915106
39326,37948,23224,28,0.52,0.28030800042162957,0.6906911829456861
20769,69434,6081,2,0.15,0.34023259498228536,0.6019466141805219
38028,97225,87867,22,0.52,0.29716019542298794,0.756210652228632
27527,196789,104108,7,0.72,0.4324223101901021,0.5952626860727402
29799,124320,101372,13,0.42999999999999994,0.26092648005148006,0.7123807734789182
6077,191929,64902,3,0.76,0.513238655961319,0.454067348356076
67330,116498,100119,25,0.42999999999999994,0.26185292451372555,0.6548816215523926
51860,120400,16801,5,0.42999999999999994,0.39396345514950165,0.5914604793046235
62215,32191,23051,18,0.72,-0.07023279798701498,1.0
35308,60733,23467,23,0.58,0.4750322230089079,0.5221755319499535
45065,132255,91322,24,0.19999999999999998,0.32157725605837206,0.6540374752941907
47191,120417,6044,12,0.38,0.49635415265286464,0.5573624975856475
95919,21620,12503,19,0.38,-0.8582987974098055,1.0
86445,174682,26602,7,0.57,0.43162353304862555,0.6283702411404086
40664,195400,182274,18,0.6599999999999999,0.34243807574206747,0.5665076207932076
69181,94233,88049,11,0.43999999999999995,0.048005327220824956,0.9221112886164322
59525,147904,74603,9,0.52,0.32350229878840336,0.6097450964402519
59973,100206,74468,18,0.42999999999999994,0.2321912260742869,0.7133003814652648
21041,46498,36345,10,0.7999999999999999,0.29158716503935656,0.7480058004800468
24025,113144,69824,13,0.48,0.36344796012161495,0.6080200183683794
7765,188455,34483,12,0.43999999999999995,0.5664480114616222,0.4372328140198127
35429,41058,21925,12,0.38,0.16152934872619223,0.8315874597557936
62454,26041,17673,14,0.19999999999999998,-0.3909527283898468,1.0
38341,48718,33801,13,0.7999999999999999,0.25637669855084366,0.787462779176854
58526,20767,8895,25,0.52,-0.21079587807579325,1.0
72305,193570,185536,24,0.72,0.3605415095314356,0.6742453653940953
75735,63723,39800,2,0.72,0.029617689060464802,0.9553022042573829
86117,126170,7013,11,0.6599999999999999,0.48100229848616943,0.523054827461601
81671,172376,129232,8,0.06,0.05597732863043581,0.946815868361789
43379,69853,36826,18,0.58,0.3568216397291455,0.6276958745714515
47558,44530,17516,1,0.33999999999999997,0.034259151134066856,0.9323813946270578
60856,190715,146172,17,0.33999999999999997,0.26969498990640484,0.6936565651374073
88404,96448,43506,11,0.6199999999999999,0.24058775713337754,0.7628891983112779
7289,177359,39160,14,0.85,0.6943527252634487,0.4007290632781497
13775,25544,6095,10,0.52,0.3987771688067647,0.5942129322077563
75903,70713,25390,3,0.57,0.13535860449987974,0.9278294535952093
23260,115335,21984,10,0.06,0.38125399921966446,0.6546668719539176
65010,164434,154634,10,0.48,0.14923249449627207,0.8428801563421536
66364,170737,75246,20,0.38,0.4211074225270445,0.6023047423765322
58176,103996,61017,9,0.48,0.23148836493711303,0.7675028024778235
10218,53123,33810,26,0.57,0.5187171846469514,0.40910260224456035
55443,124143,18503,19,0.71,0.6093998775605551,0.36645463046641896
8461,21906,12399,29,0.48,0.4917239112571897,0.5145917987169703
51068,100729,33561,6,0.15,0.2196323303120253,0.7569111269774542
69107,60297,25858,12,0.42999999999999994,0.13362941771564096,0.8908745636969339
35530,169805,24157,5,0.15,0.37532272312358295,0.6520600654723767
60619,49680,42825,1,0.33999999999999997,-0.1988635265700483,1.0
37339,136088,34825,9,0.43999999999999995,0.4373275821527247,0.7239790007932604
99744,177060,40507,21,0.33999999999999997,0.45148943860838137,0.5502539055305758
953,72127,14241,9,0.3,0.4970587990627643,0.6027837118716783
90147,101932,82707,25,0.58,0.2341273397951576,0.6873320585478846
52086,155864,18237,28,0.33999999999999997,0.6349448750192476,0.39358986578252964
43429,124647,40031,20,1.0,0.6670132454050238,0.36222091869087225
89034,123399,117113,18,0.57,0.15492223599867092,0.8265664844080113
81603,114192,52934,9,0.71,0.3031952851338098,0.6694535023157072
39885,76630,14215,18,0.43999999999999995,0.48165287746313445,0.5134162403548376
90376,68928,22560,17,0.38,0.15973119777158767,0.9642613789738093
40000,27526,10559,18,0.33999999999999997,0.09260815229237812,0.9503909197213026
75156,91185,55248,29,0.42999999999999994,0.3293799967099852,0.7023651938692614
6472,49592,25823,11,0.52,0.4185649298273916,0.7010128112221814
13379,105374,49912,7,0.7999999999999999,0.4824438666084612,0.4800111598434845
24035,31953,13106,17,0.48,0.32427446562138146,0.5735286996459887
5032,119976,33251,29,0.72,0.7825586450623457,0.22321576909463345
93602,121164,97385,15,0.6599999999999999,0.1947449077283682,0.8081437926069361
90130,154854,122369,24,0.58,0.3233016647939349,0.5975389687575803
44640,154585,149407,22,0.52,0.30276650386518744,0.7029572941245874
93720,138637,125721,26,0.48,0.23846266148286532,0.7722640598685954
43442,137595,57066,11,0.52,0.40538733238853153,0.6819904129926316
82815,98422,60698,15,0.3,0.14088699680965633,0.8187941567344412
29442,121505,58331,20,0.71,0.5482783836056129,0.4555063633946418
36239,50297,26322,24,0.58,0.38851736684096466,0.5940735046109042
2237,40365,11261,3,0.19999999999999998,0.3617824848259631,0.649251762430529
41534,148692,133411,7,0.29,0.11430906840986735,0.8815586081888006
62757,94099,61799,23,0.48,0.31122462512885374,0.7937632947874742
78424,52376,26922,21,0.72,0.17119627310218427,0.9826467454068408
29783,63074,42259,12,0.58,0.2843462599486317,0.7836595350603839
19153,169328,108903,28,0.7999999999999999,0.628807167154871,0.3354027947080571
8347,177541,137385,15,0.72,0.4423671489965698,0.5454258551879637
21823,169777,136627,25,0.57,0.460540691613116,0.542136339917659
27239,172297,116266,29,0.7999999999999999,0.6126520484976522,0.4359284296649172
98427,40187,7327,10,0.57,-0.1366965187747281,1.0
91917,50782,9782,25,0.33999999999999997,0.13193974242841944,0.7809907272552543
3023,117469,51950,14,0.7999999999999999,0.5953819305518903,0.4070550271495481
95542,131259,104524,12,0.57,0.15410576798543338,0.7346932408965023
75099,141211,127762,3,0.24,-0.01945017031251106,1.0
58908,148303,119897,16,0.48,0.2614519733248822,0.6944580714517793
59203,84280,20762,27,0.57,0.5317249644043665,0.5449991406853593
46307,132333,42792,10,0.58,0.4396752284010791,0.6164434825340789
55203,33777,10578,2,0.48,-0.05156976640909494,1.0
66773,167680,133713,12,0.72,0.2975630963740459,0.7646726324668746
12678,41630,12271,27,0.33999999999999997,0.5627326447273601,0.39464024311968865
67813,138920,109823,7,0.72,0.22333731644111723,0.7803067602074265
25002,158562,124547,14,0.6199999999999999,0.3645048119978305,0.5991477400513021
37401,90192,55477,8,0.6599999999999999,0.30755583643782153,0.5509717230089748
97503,48511,12246,17,0.48,0.010050380326111608,0.9344218072255379
84141,43664,38172,21,0.72,-0.1017917735434225,1.0
9991,50348,21448,25,0.72,0.6360703106379598,0.42086054293472946
31436,142761,132152,11,0.6599999999999999,0.27166514664369124,0.67078532515578
23412,179437,153279,24,0.6199999999999999,0.4451688447756037,0.5702690654399659
36986,186742,116695,22,0.58,0.4846223559777661,0.4799480806753232
46682,52959,18306,12,0.38,0.23129224494420209,0.6718924647387977
42464,45032,17641,13,0.33999999999999997,0.19241037484455503,0.7094528989123009
72320,65712,11273,29,0.57,0.4622113464816167,0.5020059684532214
15192,197833,51219,9,0.71,0.5764023140729807,0.42388349023166383
11360,78008,31708,5,0.72,0.4597237206440365,0.5168139874728307
45617,77442,8650,13,0.52,0.46460721572273445,0.5368861304401569
47585,150000,116904,17,0.85,0.41808599999999996,0.5487037828026885
21860,91017,28932,27,0.8599999999999999,0.7287976531856686,0.17588873071429612
8571,38807,16767,6,0.52,0.3769168448991162,0.5923470822376217
23106,40982,26392,9,0.8599999999999999,0.3212614318481284,0.6483213034542405
17858,113286,13593,6,0.6599999999999999,0.5627137333827658,0.41542589426984
36995,138724,111705,8,0.7999999999999999,0.31790303047778323,0.6008078896184575
56491,108478,38161,25,0.48,0.49705776286435965,0.4532627613559385
99779,187610,105572,22,0.6199999999999999,0.4213589893928894,0.585437238968028
91928,88274,9134,18,0.57,0.39719253687382466,0.6409745443730273
66925,161553,104270,17,0.71,0.40055275358551057,0.5216459824751917
11440,195221,54112,3,0.48,0.44554660615405106,0.589686098195916
15687,94554,53521,18,0.42999999999999994,0.43281390528163793,0.5847573334654613
67762,38608,11371,23,0.71,0.19865167840862008,0.9039904022453735
47807,192903,179005,21,0.42999999999999994,0.29346986309181294,0.7387447132212498
87299,179826,74893,8,0.71,0.38077095636893443,0.5936451156875532
85290,29964,22261,1,0.33999999999999997,-0.639094646909625,1.0
99037,81750,40454,17,0.38,0.12262140672782879,0.8135358044501171
39389,186328,104862,5,0.6599999999999999,0.3594684856811644,0.6879569414820121
95859,62438,49874,13,0.29,-0.16309064992472533,1.0
76291,101948,30596,7,0.19999999999999998,0.1854547416329894,0.8838722651166014
45145,187442,10062,8,0.42999999999999994,0.5152734072406397,0.47851230390123844
15710,36709,20722,7,0.8599999999999999,0.3738143779454629,0.6156164105636387
65980,144476,64846,25,0.38,0.4474602286885019,0.595464029907477
95047,141280,48876,1,0.57,0.240792610419026,0.8009877908369725
79786,81914,68888,14,0.58,0.08540171399272406,0.8649961079684192
94455,156694,88797,4,0.72,0.2484840772460975,0.723831165097129
66701,122390,101856,23,0.48,0.2776138573412861,0.7328626046438242
37776,199949,50687,28,0.58,0.6959216900309577,0.3070974673337885
66633,27233,6102,28,0.71,0.0693412036867036,0.881725654650488
78700,61548,11554,14,0.43999999999999995,0.2133075973224151,0.8370052913277295
30755,177277,30570,14,0.72,0.6349775323364001,0.4600194509947444
37566,44406,6875,25,0.48,0.47828140341395314,0.42118390110694354
48575,34691,9311,11,0.43999999999999995,0.11457501945749615,0.8935849035173217
94348,143313,26352,29,0.48,0.5629485252559085,0.4161398354663453
54713,129413,111748,22,0.48,0.29176691677033983,0.689875157231967
17434,83755,40825,7,0.58,0.3865801444689869,0.6042531383559738
71819,80561,9409,9,0.38,0.2898368193046263,0.7892363668695401
12086,46370,34482,24,0.19999999999999998,0.32435626482639635,0.6601607445643192
57634,90793,51501,25,0.6599999999999999,0.43067047019043314,0.5210403981663689
64120,158905,52013,11,0.52,0.4140179981750102,0.5590533181601585
2696,44124,9566,24,0.7999999999999999,0.7749505937811623,0.19150506942429746
85783,32055,10389,5,0.58,-0.30847543284978945,1.0
29877,130284,122399,16,0.42999999999999994,0.24441202296521444,0.7562500457111658
14377,156016,53825,7,0.33999999999999997,0.4063560916829043,0.5748654353016721
38079,154330,36629,15,0.76,0.6090419231516879,0.3473666885204175
81220,108697,37873,24,0.38,0.3904646678381188,0.6773570176701679
96372,36493,8632,9,0.48,-0.2528659742964403,1.0
49797,54815,35869,12,0.42999999999999994,0.11471741311684758,0.7787709070938065
19395,166479,98190,5,0.29,0.2661279981258897,0.8038568088227277
9072,84839,46916,1,0.7999999999999999,0.3967202583717394,0.6216122322356252
43709,136074,64896,24,0.72,0.568868733189294,0.37500196986319384
57366,150617,104794,25,0.58,0.43143209597854154,0.5594383101324062
16642,188635,170486,3,0.33999999999999997,0.14401791820181833,0.8290440399308769
52686,125366,9331,9,0.33999999999999997,0.4361507266723035,0.5511019248075171
88358,92572,58472,28,0.52,0.2970011666594651,0.7247527502498279
73763,54457,47531,21,0.76,0.08251769285858562,0.9022088056790211
37789,113135,71354,5,0.57,0.2685157997083131,0.7177440850540525
77175,109152,31382,28,0.52,0.5088846012899443,0.3810532250375098
58388,190363,17397,2,0.72,0.5074287965623572,0.5085234470536316
11474,143662,103843,23,0.38,0.4309081594297727,0.5357701719746895
36990,154028,144149,28,0.33999999999999997,0.335609733295245,0.6965231032974988
6958,127412,99924,18,0.42999999999999994,0.37891335196056886,0.6612994616868033
17852,72243,50615,2,0.6599999999999999,0.2636182605927218,0.7579633208891581
48465,20801,13234,22,0.76,-0.10546858324119035,1.0
31220,176777,33363,21,0.72,0.6975262732142756,0.3256353791209256
54937,197476,155641,27,0.58,0.44528066195385774,0.5453087149408627
10069,101720,7889,26,0.52,0.7552813605977192,0.24859745489119722
27831,52069,21205,26,0.43999999999999995,0.4687500816224625,0.43303620338680016
35129,123602,102008,29,0.57,0.44561918091940256,0.5229279825126772
88722,58677,17818,26,0.58,0.2589228829013071,0.7509142332869783
10421,65784,45769,16,0.43999999999999995,0.3661776115772833,0.590651623181826
70428,145383,9922,16,0.94,0.6693718385230736,0.39203504144125334
92764,121531,27948,1,0.52,0.2450251047057953,0.7264591919048814
48880,44226,30025,9,0.52,0.042870619092841344,0.8981739701890162
11794,186305,21304,26,0.94,0.8772685113120958,0.22287685569423754
502,88295,21091,3,0.72,0.5487464748853277,0.44104255672346687
52220,91309,83322,21,0.57,0.24441762586382504,0.6938136287798307
28814,157863,110475,12,0.6199999999999999,0.3713161285418369,0.704845206817105
43720,29967,21218,20,0.72,0.09510034371141585,0.990129260953453
74995,69228,63159,26,0.6599999999999999,0.16807540301612062,0.7765189740709358
52800,154418,61176,13,0.7999999999999999,0.5089527127666463,0.5389089776207879
17776,130304,111637,16,0.33999999999999997,0.27837708742632616,0.6924785765048721
79086,142013,81733,15,0.71,0.36571946934435584,0.6251154951793343
97795,25387,17883,14,0.38,-0.7834167881199039,1.0
57065,151632,129210,1,0.57,0.12724683444127888,0.959766387244367
88002,134476,40645,7,0.7999999999999999,0.39277908325649186,0.5716653760158553
63209,73175,23680,12,0.19999999999999998,0.1914151007857875,0.8168550822291977
22869,52583,19408,25,0.06,0.38988920373504754,0.5410099178303306
20960,118575,10295,20,0.38,0.6262411975542905,0.3211712809410969
38874,60969,41912,15,0.3,0.17374665813774212,0.7130669113974366
43856,120434,34047,15,0.38,0.44167407874852616,0.5249191247498933
11661,89672,51246,2,0.43999999999999995,0.2843947274511553,0.6765416475641249
11662,85548,67363,19,0.8599999999999999,0.4921319493150044,0.5481638021121533
82218,86188,59951,13,0.72,0.18158500023205093,0.797043854358232
94323,48067,27258,9,0.8599999999999999,-0.06753040547569023,1.0
13016,77745,56805,20,0.19999999999999998,0.3175110939610264,0.6726078826491754
2225,179869,142521,25,0.72,0.5453449677265121,0.4467815390855408
25692,115044,17676,3,0.52,0.457544800250339,0.4877169065382555
67445,108207,62632,14,0.48,0.2654845619969134,0.8341999663403515
77698,190606,26686,19,0.71,0.6247065569814171,0.3280440854810014
13775,83190,57551,23,0.72,0.5196037985334776,0.49524817501051616
76621,82175,37624,17,0.57,0.2781353818071189,0.6581453614694353
83846,64225,6403,24,0.42999999999999994,0.3374702218762165,0.7439950222689993
14239,137776,84198,10,0.42999999999999994,0.3535463651143885,0.6407213092100541
44635,188678,174712,12,0.6599999999999999,0.2766379970107803,0.7139518810505786
69603,183944,143761,29,0.42999999999999994,0.39286324098638714,0.6019574163433238
22728,107793,74930,20,0.72,0.4746939782731716,0.5388089527749773
31115,189771,172893,19,0.7999999999999999,0.4163872772973741,0.5644761762062036
57393,47632,17856,18,0.48,0.21257280819617064,0.7404288003463261
15582,75381,63601,25,0.3,0.3404961462437484,0.6833364057962795
60694,106713,31754,1,0.48,0.2643464432637073,0.8083595444062142
46065,133759,22157,13,0.58,0.5344241209937275,0.5370487911462136
44488,24507,9830,22,0.57,0.08596062349532785,0.9713734915105403
1365,174468,17755,6,0.57,0.5879462594859802,0.3669795433850767
69416,25192,7015,24,0.6199999999999999,-0.11202794537948557,1.0
56333,46745,12378,13,0.76,0.29054679644881803,0.6821243879388591
65055,181769,14795,13,0.58,0.5640723995840875,0.4440991884452691
56228,198168,155616,6,0.52,0.2167690444471358,0.8205033196557109
73443,196384,92228,7,0.29,0.2569546806257129,0.6576628502180262
59556,81358,27117,9,0.29,0.22407097027950537,0.763391458131578
30677,65798,16735,25,0.6599999999999999,0.6063953919572023,0.38003284126467834
92903,199000,127640,7,0.43999999999999995,0.2053824120603015,0.804257979859548
57421,168362,136436,22,0.48,0.337533814043549,0.5678965132968186
47440,161519,101160,7,0.33999999999999997,0.23336491682093125,0.8085309758676839
85353,27928,20234,23,0.48,-0.4326564021770266,1.0
11473,101060,18285,27,0.19999999999999998,0.6235691668315851,0.41773227275375396
24812,24611,14372,1,0.6599999999999999,0.07196326845719392,0.855297289015969
25315,99415,83553,21,0.43999999999999995,0.32942946235477544,0.6395030894849747
13592,155797,116573,15,0.71,0.43753288574234417,0.5220340390598704
33044,118560,62920,6,0.58,0.33810593792172744,0.7563757833561495
48785,149380,39600,25,0.33999999999999997,0.5479867452135494,0.4765223306609877
33757,85792,38439,10,0.43999999999999995,0.3347380175307721,0.703006940796722
69252,188369,39743,28,0.33999999999999997,0.5873140378724737,0.40654787279063187
32805,164938,109504,4,0.57,0.28576809467800024,0.7034344930152909
23166,24512,9943,23,0.7999999999999999,0.42421834203655345,0.5289926721701217
55684,31351,22096,25,0.42999999999999994,-0.035761889572900385,1.0
2608,163573,117713,26,0.33999999999999997,0.4693624620200155,0.4639281203788346
60449,163074,90820,21,0.48,0.4200246268565192,0.591466530888697
78279,85226,50167,4,0.58,0.10299983573088028,0.9734747066135501
26648,136850,51874,14,0.72,0.5459598100109609,0.5061327205050272
70278,40344,25195,26,0.52,0.04360757485623645,0.9175503177492267
92056,117123,49458,2,0.58,0.18929725160728464,0.7658858632749417
91824,141292,95570,16,0.6199999999999999,0.2804732893582086,0.7304749064345901
16331,128880,105326,3,0.58,0.23908923029174423,0.7188196881148482
39977,186866,64372,8,0.6599999999999999,0.4760269283871865,0.4504400237659576
1265,160749,22824,7,0.6599999999999999,0.608845044137133,0.43143638119805205
27048,97870,86371,11,0.52,0.23008705425564518,0.7139241432878918
6399,51568,15846,23,0.48,0.613859990691902,0.43960020576014425
4811,124194,116417,23,0.42999999999999994,0.3724265745527159,0.6399410263220913
57895,142834,117148,18,0.19999999999999998,0.19033325398714596,0.6991297376948528
54579,151743,38545,8,0.72,0.48648984137653795,0.5224192809263546
2486,166192,159219,10,0.72,0.32829541734860884,0.6140311829188257
62418,104258,89153,27,0.29,0.2353460262042241,0.7271615632766459
48493,138972,79716,26,0.72,0.541872981607806,0.4117772990584659
91464,24482,14686,9,0.29,-0.7837385017563924,1.0
77566,173893,9695,9,0.43999999999999995,0.4658821574186425,0.603740639655511
94185,111891,81860,19,0.72,0.2608310409237561,0.7926738833176076
11609,95147,9150,7,0.29,0.4819298453971223,0.5264092268230025
81507,56943,42848,14,0.6599999999999999,0.007597667843281863,0.981433000340248
54311,23770,15097,2,0.19999999999999998,-0.4595077829196466,1.0
39659,63744,57193,5,0.33999999999999997,0.006460027610441732,1.0
41391,157878,109733,18,0.58,0.39732902621011157,0.642473352494176
93115,82576,29188,15,0.72,0.2863243073047859,0.7218290098894931
85239,142649,16136,7,0.48,0.38949018920567274,0.5573844320188122
1416,79155,21911,13,0.52,0.5699087865580191,0.4017596172110088
82141,81451,42696,9,0.52,0.1337816110299444,0.9085103701822252
77121,45103,39263,29,0.72,0.04482668558632463,0.8891293966448095
54665,43572,20150,11,0.57,0.11964178830441563,0.9189283014407728
91707,47007,40283,10,0.24,-0.3560596506903227,1.0
68612,108553,6756,28,0.71,0.6784872734977384,0.3935288151423362
56535,194166,140607,8,0.3,0.1929860016686753,0.7295728064332897
71627,103583,15207,14,0.29,0.360827944739967,0.6515227855283477
52734,61340,51347,24,0.7999999999999999,0.28725464623410496,0.786435970449189
76595,40047,7239,4,0.42999999999999994,-0.07709334032511805,1.0
38665,102016,58010,9,0.43999999999999995,0.2808427305520702,0.6536263604203617
54804,197788,55298,1,0.42999999999999994,0.3440417618864643,0.6283557620356597
42292,76911,20185,19,0.72,0.5360568189205704,0.4190511496108344
56914,81394,73945,1,0.19999999999999998,-0.10316509816448385,1.0
95202,124446,43735,6,0.29,0.17692301881940767,0.7949029071510202
45272,194223,153112,27,0.33999999999999997,0.386739757907148,0.6116024754403524
43222,59080,45706,1,0.8599999999999999,0.13907312119160456,0.9061802062263729
50692,191866,84459,24,0.57,0.5556592934652308,0.43762165312576606
98385,121398,96110,18,0.38,0.13419258966375064,0.7675296157624242
16088,42113,5694,29,0.48,0.665310996604374,0.30533323986461863
68007,26704,12368,2,0.6599999999999999,-0.3312697723187537,1.0
12543,87264,78168,4,0.15,0.08357329482948295,0.9309371610915824
19659,118557,9102,5,0.58,0.5435450289734053,0.44161134205872443
45982,86540,8271,18,0.8599999999999999,0.6403688467760573,0.41838233232198463
69184,148156,104588,1,0.19999999999999998,0.047537190528901985,0.9341987665609038
34117,146812,103662,11,0.72,0.37384963082036893,0.7455487544558677
39119,29628,5329,25,0.29,0.2689528824085325,0.7256050223602604
42179,37772,25569,4,0.43999999999999995,-0.033774118394578,0.9804382870764844
20554,181357,29154,14,0.57,0.6126977563590046,0.38684279193945115
42536,130814,24464,13,0.7999999999999999,0.5976453590594278,0.391284362890871
24269,149188,34765,2,0.19999999999999998,0.33798656728423204,0.681935834991368
64682,67655,39341,11,0.19999999999999998,0.05058532259256526,0.9616848804677254
1660,100981,60107,26,0.72,0.6329760648042702,0.455512791826998
41483,21095,10901,16,0.48,-0.09264849490400562,1.0
18844,71999,36153,2,0.6599999999999999,0.3386294531868498,0.6136760923924846
61660,51368,10283,28,0.6599999999999999,0.43781934278149826,0.5848433822827903
38405,96120,19780,6,0.6199999999999999,0.44382043279234296,0.5904338358082858
9125,170214,30104,22,0.15,0.5781734169927267,0.4278862182464893
50484,53205,34717,29,0.52,0.3003369984024058,0.7541582495521357
8507,108738,5684,4,0.57,0.5666208501167945,0.40481995117899616
67270,103629,10782,14,0.29,0.3906395217554931,0.5354798578985347
94542,39689,22922,20,0.57,-0.1746373302426365,1.0
65777,58712,44894,1,0.52,-0.07595905436707995,1.0
74245,185723,71333,12,0.43999999999999995,0.3784382978952526,0.6043323753180158
75653,191890,10947,1,0.19999999999999998,0.3289051018812862,0.7459575926626831
75930,164490,140905,7,0.48,0.13287044805155332,0.9278699993365427
37680,32834,7314,12,0.48,0.23061996710726695,0.702223769510506
95410,168645,126844,15,0.33999999999999997,0.1814221589729906,0.798797822364724
84161,74672,66821,9,0.42999999999999994,-0.07706679880008571,1.0
39718,187807,77959,22,0.72,0.6065144110709398,0.38624354509227016
92538,51017,38000,15,0.52,-0.13609969225944285,1.0
27614,62215,19184,11,0.72,0.469505585469742,0.6042129181300583
97452,62679,5427,6,0.94,0.2409326568707223,0.8276367093234408
36635,72870,46000,3,0.52,0.18267215589405794,0.8420547620762336
24055,38799,18747,25,0.7999999999999999,0.5107299157194772,0.5384627014608301
3478,92908,74109,16,0.19999999999999998,0.2897055151332501,0.7165888113955827
29930,150288,134000,3,0.57,0.18460614287235175,0.8110396208204907
37159,42414,18844,3,0.29,0.07645442542556707,1.0
74143,159596,35846,1,0.42999999999999994,0.30978811499035064,0.6810102650496992
84606,171786,40877,3,0.06,0.20506634999359674,0.6705425471282866
47335,196540,97508,6,0.52,0.3452983616566602,0.6876493450823915
3170,136378,22140,8,0.57,0.5790895745648125,0.39859382149682826
9130,45595,38440,19,0.29,0.27969766421756764,0.6088629224811198
4508,83753,65520,17,0.52,0.3969323845115996,0.5829484806121836
83846,65227,21877,29,0.57,0.34120604964201934,0.7093615407540341
33475,181637,107654,2,0.52,0.28363610938300016,0.7506940043104888
96464,28381,18795,24,0.48,-0.5005636165039992,1.0
29905,103609,77666,19,0.42999999999999994,0.3325673541873775,0.6446274033251342
18796,27942,12548,9,0.38,0.22256703170853917,0.7477224246723775
27667,59322,54159,20,0.42999999999999994,0.22389733994133706,0.7452954871562157
18171,42588,35133,29,0.33999999999999997,0.3340188785573401,0.7229873005312863
69443,137217,74506,19,0.72,0.4369837702325513,0.6664306723095424
30846,146417,121585,29,0.33999999999999997,0.39663743964157167,0.6169902810343919
15425,131233,99712,4,0.52,0.25681473409889277,0.7112590465033863
33205,120854,59471,6,0.6599999999999999,0.378738246148245,0.6829320576693886
55824,112307,67409,9,0.48,0.24479184734700418,0.7548237028669273
96187,159324,35844,7,0.71,0.411893951946976,0.5659428748121289
993,70110,30108,3,0.71,0.46697518185708176,0.5185960622852132
83181,118315,100494,18,0.52,0.1853352491231036,0.7835686253116111
48494,99303,90579,22,0.29,0.19563780550436538,0.8459566041784283
92660,101214,49876,19,0.6599999999999999,0.3162431284209694,0.7882833666776112
19976,185043,89730,5,0.58,0.3976482871548775,0.6434633219470897
8007,129071,119832,26,0.52,0.42602161600979305,0.5638227515538863
62637,140360,90973,2,0.72,0.242865916215446,0.7312127344192373
65518,134360,6750,17,0.48,0.5476156594224472,0.5258539437356597
20281,32150,18406,10,0.6199999999999999,0.267751166407465,0.6067430874763966
72510,160508,22669,24,0.33999999999999997,0.549980910608817,0.5529096482460711
49389,40202,18273,12,0.48,0.11363185911148704,0.8144475825487849
71149,65510,27409,4,0.7999999999999999,0.18681880628911607,0.7646619946233213
71740,48690,37833,28,0.6599999999999999,0.12517190388170052,0.9612056982493336
81022,113590,91612,7,0.52,0.08940875077031427,0.8923073951031597
41144,99364,75077,20,0.72,0.3895477637776256,0.6356657736242936
43145,69416,17380,27,0.8599999999999999,0.6413874034804656,0.29439324471590866
71533,78480,12044,6,0.29,0.21216946992864422,0.861624487596554
88485,128730,48826,29,0.6199999999999999,0.518073331779694,0.48172123050981
51870,62915,26061,14,0.58,0.30097607883652544,0.7930483825752526
18129,178814,134198,7,0.42999999999999994,0.2683888621696287,0.6754098285938409
3439,92594,82430,25,0.42999999999999994,0.4117656219625461,0.6163933129316764
47266,40951,21152,23,0.43999999999999995,0.20912949622719834,0.7187463574931543
68975,194012,84993,10,0.72,0.43411176628249803,0.5716383101101248
92365,70385,35653,17,0.8599999999999999,0.23169823115720678,0.8002442905528938
88340,41381,22274,18,0.52,-0.11974539039655885,1.0
17202,103391,22920,25,0.71,0.7244134692574788,0.17202753661349784
68806,102643,72865,26,0.52,0.3309420808043413,0.7187246442760471
49588,87509,38038,26,0.29,0.4031313693448674,0.6320256405169351
49772,130740,116174,29,0.8599999999999999,0.47835643261434907,0.6465650915717257
38833,194138,176076,4,0.6599999999999999,0.21520642017533917,0.8471472531353554
11138,82781,19901,5,0.15,0.3584735023737331,0.6849297597468402
43375,45378,13150,28,0.76,0.5053268984970691,0.5479419151159111
78843,69063,31246,21,0.48,0.2305460521552785,0.7565516720641635
60511,79567,52006,19,0.72,0.3164038106250078,0.7611584526963787
14526,49877,32981,7,0.33999999999999997,0.22013040078593338,0.8239839238440274
83627,159593,137818,17,0.19999999999999998,0.12737582475421852,0.9174004521166302
89279,48810,25092,29,0.72,0.1516361401352182,0.7613454685840575
12325,97257,22939,4,0.33999999999999997,0.4096383190927131,0.6089484823078892
37148,80071,34873,13,0.6599999999999999,0.414608135279939,0.6393134019299965
71103,66638,16268,1,0.48,0.13624886701281552,0.8777534001220547
61509,55497,33026,26,0.48,0.2334628538479558,0.6328087897443372
78924,136566,33546,27,0.57,0.5693687008479418,0.40409300474439036
52632,112680,33013,21,0.72,0.5686801561945332,0.37865452751319373
60465,165251,146294,6,0.52,0.15211717932115387,0.769992885855295
80712,49655,19193,25,0.57,0.17875249219615352,0.7845092230668073
21709,38895,5246,21,0.33999999999999997,0.49060650469211986,0.5354125160612541
81981,158355,99024,17,0.72,0.3805571658615136,0.6158577943797784
83897,175828,66596,27,0.33999999999999997,0.4773512523602612,0.5091511527984806
37711,153332,29741,17,0.58,0.5926310750528265,0.33019637778788613
36113,114515,24422,25,0.6599999999999999,0.6680873248046107,0.3066977744047581
32315,22274,7470,19,0.42999999999999994,0.149614168986262,0.8199946363829568
2450,96464,26213,28,0.8599999999999999,0.8216851053242661,0.20816387835160946
